Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
99.316827	8099.852566	14.393805	-0.021196	4.635232
99.255898	8095.231553	14.398810	-0.021180	4.633922
99.186476	8090.113244	14.403815	-0.021163	4.632471
99.262676	8085.007142	14.408819	-0.021181	4.631030
99.179448	8079.987938	14.413824	-0.021160	4.629606
99.088048	8074.833751	14.418829	-0.021138	4.628142
99.021002	8069.864823	14.423834	-0.021121	4.626732
98.980764	8064.830465	14.428839	-0.021111	4.625304
98.964810	8060.115553	14.433843	-0.021107	4.623967
99.045130	8055.112841	14.438848	-0.021125	4.622553
99.040873	8049.936543	14.443853	-0.021124	4.621085
98.996790	8044.765890	14.448858	-0.021113	4.619616
98.878520	8039.529247	14.453863	-0.021084	4.618125
98.862331	8034.445582	14.458867	-0.021079	4.616682
98.822049	8029.522298	14.463872	-0.021069	4.615282
98.724862	8024.687452	14.468877	-0.021045	4.613904
98.927946	8019.720317	14.473882	-0.021093	4.612502
98.885943	8014.587573	14.478887	-0.021083	4.611042
98.814301	8009.526998	14.483891	-0.021065	4.609600
98.745222	8004.522517	14.488896	-0.021048	4.608174
98.732906	7999.392177	14.493901	-0.021044	4.606714
98.749954	7994.489245	14.498906	-0.021048	4.605320
98.546522	7989.705803	14.503911	-0.020999	4.603949
98.576987	7984.607461	14.508915	-0.021005	4.602499
98.501695	7979.630401	14.513920	-0.020987	4.601078
98.458437	7974.074598	14.518925	-0.020976	4.599494
98.441913	7968.967788	14.523930	-0.020971	4.598038
98.518361	7963.884059	14.528935	-0.020989	4.596592
98.511013	7958.899436	14.533939	-0.020986	4.595170
98.410477	7954.117132	14.538944	-0.020962	4.593801
98.400574	7949.047344	14.543949	-0.020959	4.592354
98.359127	7944.015869	14.548954	-0.020948	4.590916
98.305121	7938.936590	14.553959	-0.020935	4.589464
98.300857	7933.901319	14.558963	-0.020933	4.588025
98.223650	7928.781970	14.563968	-0.020914	4.586559
98.327893	7923.944556	14.568973	-0.020939	4.585181
98.269728	7919.096181	14.573978	-0.020924	4.583793
98.190419	7914.016870	14.578983	-0.020905	4.582337
98.145154	7909.066909	14.583987	-0.020893	4.580919
98.130925	7903.564815	14.588992	-0.020889	4.579344
97.995142	7898.513694	14.593997	-0.020856	4.577892
98.178075	7893.450365	14.599002	-0.020899	4.576450
98.097233	7888.602950	14.604007	-0.020879	4.575058
98.048882	7883.709344	14.609011	-0.020867	4.573654
98.019025	7878.669431	14.614016	-0.020859	4.572208
98.134886	7873.580542	14.619021	-0.020887	4.570754
97.924531	7868.540129	14.624026	-0.020836	4.569299
97.935518	7863.432115	14.629031	-0.020838	4.567834
97.896771	7858.338081	14.634035	-0.020828	4.566371
97.867003	7853.648783	14.639040	-0.020820	4.565023
97.838373	7848.718262	14.644045	-0.020813	4.563606
97.949589	7843.579824	14.649050	-0.020839	4.562135
97.825876	7838.420046	14.654055	-0.020809	4.560647
97.877202	7833.023049	14.659059	-0.020820	4.559098
97.735423	7827.889228	14.664064	-0.020786	4.557616
97.746949	7822.852814	14.669069	-0.020788	4.556168
97.625378	7818.149849	14.674074	-0.020758	4.554809
97.782103	7813.078938	14.679079	-0.020795	4.553357
97.635983	7808.034817	14.684083	-0.020760	4.551898
97.568029	7803.019790	14.689088	-0.020743	4.550451
97.437496	7797.855077	14.694093	-0.020711	4.548957
97.632632	7792.834183	14.699098	-0.020757	4.547519
97.565115	7787.807706	14.704103	-0.020740	4.546067
97.482563	7783.134988	14.709107	-0.020720	4.544716
97.446897	7778.018805	14.714112	-0.020711	4.543239
97.337047	7773.011599	14.719117	-0.020684	4.541789
97.528939	7767.741569	14.724122	-0.020729	4.540277
97.242612	7762.514554	14.729127	-0.020660	4.538754
97.335555	7757.496538	14.734131	-0.020682	4.537309
97.222787	7752.526701	14.739136	-0.020654	4.535868
97.276730	7747.701859	14.744141	-0.020667	4.534476
97.317359	7742.714366	14.749146	-0.020676	4.533037
97.095366	7737.701336	14.754151	-0.020622	4.531576
97.174662	7732.524009	14.759155	-0.020641	4.530082
97.278255	7727.457645	14.764160	-0.020665	4.528621
97.270777	7722.412217	14.769165	-0.020662	4.527161
97.171292	7717.590548	14.774170	-0.020638	4.525760
97.038399	7712.713392	14.779175	-0.020606	4.524341
97.116205	7707.659799	14.784179	-0.020624	4.522880
96.905854	7702.672560	14.789184	-0.020573	4.521425
97.018614	7697.025343	14.794189	-0.020599	4.519793
96.897141	7691.995713	14.799194	-0.020570	4.518328
96.874321	7686.936382	14.804199	-0.020564	4.516860
96.849068	7682.068416	14.809203	-0.020557	4.515446
96.876804	7677.181381	14.814208	-0.020563	4.514028
96.930578	7672.118491	14.819213	-0.020575	4.512561
96.739409	7667.075286	14.824218	-0.020529	4.511086
96.832226	7661.914682	14.829223	-0.020551	4.509591
96.764899	7656.884381	14.834227	-0.020534	4.508126
96.716260	7651.879468	14.839232	-0.020522	4.506668
96.623449	7647.073495	14.844237	-0.020499	4.505266
96.786775	7642.109455	14.849242	-0.020537	4.503829
96.642952	7637.089809	14.854247	-0.020502	4.502361
96.683641	7631.901693	14.859251	-0.020512	4.500853
96.655551	7626.549940	14.864256	-0.020504	4.499293
96.570151	7621.514980	14.869261	-0.020483	4.497822
96.604943	7616.506583	14.874266	-0.020491	4.496364
96.691050	7611.757828	14.879271	-0.020511	4.494983
96.452758	7606.756551	14.884275	-0.020453	4.493513
96.384675	7601.747722	14.889280	-0.020437	4.492049
96.372824	7596.664796	14.894285	-0.020433	4.490565
96.452062	7591.543668	14.899290	-0.020451	4.489074
96.493458	7586.448745	14.904295	-0.020461	4.487588
96.363582	7581.573443	14.909299	-0.020429	4.486157
96.358533	7576.774879	14.914304	-0.020427	4.484755
96.460686	7571.648988	14.919309	-0.020451	4.483262
96.331747	7566.676885	14.924314	-0.020420	4.481802
96.284930	7561.290244	14.929319	-0.020408	4.480224
96.071941	7556.239758	14.934323	-0.020356	4.478736
96.120780	7551.111588	14.939328	-0.020368	4.477237
96.140393	7546.227814	14.944333	-0.020372	4.475808
96.146627	7541.396885	14.949338	-0.020373	4.474393
96.217660	7536.298661	14.954343	-0.020389	4.472903
96.024974	7531.279830	14.959347	-0.020342	4.471423
95.927955	7526.159185	14.964352	-0.020319	4.469917
95.942321	7521.090576	14.969357	-0.020321	4.468431
95.987277	7516.057820	14.974362	-0.020332	4.466957
95.935614	7511.343105	14.979367	-0.020319	4.465571
95.947730	7506.276610	14.984371	-0.020321	4.464084
95.941078	7501.234129	14.989376	-0.020319	4.462603
95.761966	7496.037817	14.994381	-0.020275	4.461067
95.767022	7490.799191	14.999386	-0.020276	4.459528
95.686898	7485.699034	15.004391	-0.020256	4.458025
95.864530	7480.666989	15.009395	-0.020298	4.456554
95.713519	7475.985637	15.014400	-0.020261	4.455170
95.733030	7470.914846	15.019405	-0.020266	4.453679
95.586654	7465.842338	15.024410	-0.020230	4.452178
95.538057	7460.780275	15.029415	-0.020218	4.450685
95.683274	7455.662308	15.034419	-0.020252	4.449185
95.592127	7450.680883	15.039424	-0.020229	4.447713
95.474009	7445.786263	15.044429	-0.020201	4.446264
95.482532	7440.937147	15.049434	-0.020202	4.444835
95.543892	7435.878339	15.054439	-0.020216	4.443346
95.500132	7430.807566	15.059443	-0.020205	4.441848
95.524773	7425.270869	15.064448	-0.020210	4.440215
95.463047	7420.213133	15.069453	-0.020195	4.438719
95.324565	7415.152404	15.074458	-0.020161	4.437217
95.267638	7410.376250	15.079463	-0.020147	4.435803
95.317556	7405.424726	15.084467	-0.020159	4.434342
95.352232	7400.362361	15.089472	-0.020166	4.432847
95.362317	7395.271116	15.094477	-0.020168	4.431342
95.245217	7390.177256	15.099482	-0.020139	4.429829
95.201689	7385.094568	15.104487	-0.020128	4.428323
95.315186	7380.068621	15.109491	-0.020155	4.426841
95.102841	7375.422422	15.114496	-0.020104	4.425454
95.134089	7370.367633	15.119501	-0.020111	4.423958
95.178261	7365.244876	15.124506	-0.020121	4.422443
94.882252	7359.950358	15.129511	-0.020049	4.420858
94.984637	7354.829488	15.134515	-0.020073	4.419345
94.992330	7349.774204	15.139520	-0.020074	4.417846
95.043780	7344.881313	15.144525	-0.020086	4.416396
94.866741	7340.065668	15.149530	-0.020043	4.414958
94.789601	7334.946141	15.154535	-0.020024	4.413434
94.904083	7329.965140	15.159539	-0.020051	4.411960
94.806654	7324.833758	15.164544	-0.020027	4.410430
94.874876	7319.709827	15.169549	-0.020043	4.408911
94.856132	7314.695270	15.174554	-0.020038	4.407419
94.864445	7309.916954	15.179559	-0.020039	4.405998
94.838897	7304.962520	15.184563	-0.020032	4.404522
94.757551	7299.906289	15.189568	-0.020012	4.403013
94.797244	7294.572626	15.194573	-0.020021	4.401427
94.734878	7289.302850	15.199578	-0.020006	4.399854
94.573850	7284.159217	15.204583	-0.019967	4.398313
94.678099	7279.164432	15.209587	-0.019991	4.396830
94.719898	7274.423116	15.214592	-0.020000	4.395419
94.594083	7269.370652	15.219597	-0.019970	4.393905
94.580033	7264.358816	15.224602	-0.019966	4.392409
94.599825	7259.218248	15.229607	-0.019970	4.390876
94.479839	7254.178432	15.234611	-0.019941	4.389365
94.578175	7249.113231	15.239616	-0.019964	4.387857
94.413198	7244.283418	15.244621	-0.019924	4.386405
94.422647	7239.373147	15.249626	-0.019925	4.384938
94.355373	7234.301677	15.254631	-0.019909	4.383419
94.221372	7229.172866	15.259635	-0.019876	4.381878
94.273582	7223.871954	15.264640	-0.019888	4.380294
94.247284	7218.781942	15.269645	-0.019881	4.378770
94.251161	7213.751942	15.274650	-0.019881	4.377264
94.166235	7209.040710	15.279655	-0.019860	4.375848
94.285668	7203.941379	15.284659	-0.019888	4.374327
94.094029	7198.983648	15.289664	-0.019842	4.372831
94.018242	7193.854976	15.294669	-0.019823	4.371289
94.107739	7188.784994	15.299674	-0.019844	4.369774
94.144235	7183.705409	15.304679	-0.019852	4.368252
94.044046	7178.851747	15.309683	-0.019828	4.366790
94.043679	7173.963150	15.314688	-0.019827	4.365322
94.181159	7168.818662	15.319693	-0.019859	4.363784
93.914902	7163.854336	15.324698	-0.019795	4.362279
93.816314	7158.339266	15.329703	-0.019771	4.360616
93.805757	7153.308892	15.334707	-0.019768	4.359103
93.898561	7148.226397	15.339712	-0.019789	4.357579
93.811748	7143.466409	15.344717	-0.019768	4.356143
93.810586	7138.509008	15.349722	-0.019767	4.354651
93.758206	7133.431888	15.354727	-0.019754	4.353119
93.749548	7128.342470	15.359731	-0.019751	4.351586
93.685972	7123.281336	15.364736	-0.019736	4.350058
93.711477	7118.199702	15.369741	-0.019741	4.348528
93.806669	7113.331939	15.374746	-0.019763	4.347065
93.697809	7108.472666	15.379751	-0.019737	4.345594
93.549760	7103.401774	15.384755	-0.019701	4.344056
93.593386	7098.366279	15.389760	-0.019711	4.342539
93.502952	7092.931870	15.394765	-0.019688	4.340893
93.499396	7087.881717	15.399770	-0.019687	4.339368
93.563854	7082.829260	15.404775	-0.019702	4.337845
93.457479	7078.064707	15.409779	-0.019676	4.336399
93.387210	7073.136205	15.414784	-0.019658	4.334905
93.523357	7067.965442	15.419789	-0.019690	4.333349
93.473004	7062.996563	15.424794	-0.019678	4.331843
93.322262	7057.894037	15.429799	-0.019641	4.330290
93.362964	7052.799726	15.434803	-0.019650	4.328750
93.245882	7047.935959	15.439808	-0.019622	4.327271
93.333861	7043.115786	15.444813	-0.019642	4.325815
93.343869	7038.043657	15.449818	-0.019644	4.324278
93.286490	7032.974324	15.454823	-0.019630	4.322738
93.190574	7027.472331	15.459827	-0.019606	4.321064
93.166988	7022.435604	15.464832	-0.019600	4.319535
93.142093	7017.359770	15.469837	-0.019593	4.317993
93.183306	7012.581041	15.474842	-0.019603	4.316544
92.970135	7007.596733	15.479847	-0.019551	4.315019
93.116866	7002.460821	15.484851	-0.019586	4.313466
93.136954	6997.419826	15.489856	-0.019590	4.311935
93.031233	6992.329838	15.494861	-0.019564	4.310382
92.986406	6987.243852	15.499866	-0.019553	4.308832
92.862760	6982.403014	15.504871	-0.019522	4.307353
92.967124	6977.536203	15.509875	-0.019547	4.305877
92.961450	6972.477054	15.514880	-0.019545	4.304336
92.819757	6967.396663	15.519885	-0.019510	4.302781
92.838621	6962.049790	15.524890	-0.019514	4.301153
92.795250	6956.988849	15.529895	-0.019503	4.299608
92.729492	6951.912386	15.534899	-0.019487	4.298056
92.744075	6947.172890	15.539904	-0.019490	4.296611
92.729332	6942.024051	15.544909	-0.019486	4.295039
92.727924	6936.987119	15.549914	-0.019485	4.293502
92.687169	6931.891823	15.554919	-0.019475	4.291944
92.656858	6926.802583	15.559923	-0.019467	4.290387
92.652363	6921.757393	15.564928	-0.019465	4.288845
92.656976	6916.855286	15.569933	-0.019466	4.287347
92.489712	6912.036899	15.574938	-0.019425	4.285864
92.505631	6906.958558	15.579943	-0.019428	4.284312
92.471896	6901.829084	15.584947	-0.019420	4.282740
92.511703	6896.351293	15.589952	-0.019429	4.281065
92.386868	6891.263113	15.594957	-0.019398	4.279500
92.540986	6886.212353	15.599962	-0.019434	4.277961
92.396232	6881.543133	15.604967	-0.019399	4.276522
92.265989	6876.499131	15.609971	-0.019367	4.274968
92.509398	6871.391129	15.614976	-0.019425	4.273416
92.335790	6866.307064	15.619981	-0.019383	4.271846
92.189221	6861.300207	15.624986	-0.019347	4.270301
92.277420	6856.202364	15.629991	-0.019368	4.268741
92.122612	6851.384724	15.634995	-0.019330	4.267252
92.207012	6846.495426	15.640000	-0.019350	4.265755
92.060002	6841.426867	15.645005	-0.019314	4.264189
92.118596	6836.274835	15.650010	-0.019328	4.262608
92.106981	6830.965384	15.655015	-0.019324	4.260974
92.031754	6825.907350	15.660019	-0.019306	4.259414
92.063728	6820.948620	15.665024	-0.019313	4.257889
91.917647	6816.184413	15.670029	-0.019277	4.256414
92.022068	6811.107065	15.675034	-0.019302	4.254856
91.989804	6806.054330	15.680039	-0.019293	4.253297
91.920808	6800.995214	15.685043	-0.019276	4.251733
92.011183	6795.886566	15.690048	-0.019297	4.250163
91.874825	6790.814615	15.695053	-0.019264	4.248591
92.016996	6786.023595	15.700058	-0.019297	4.247121
91.771900	6781.134708	15.705063	-0.019238	4.245597
91.748699	6776.020570	15.710067	-0.019232	4.244016
91.780421	6770.728162	15.715072	-0.019239	4.242383
91.550525	6765.462250	15.720077	-0.019183	4.240742
91.632109	6760.373456	15.725082	-0.019202	4.239174
91.608939	6755.460875	15.730087	-0.019196	4.237653
91.544128	6750.624586	15.735091	-0.019180	4.236153
91.531619	6745.542041	15.740096	-0.019177	4.234579
91.535191	6740.526880	15.745101	-0.019177	4.233027
91.587526	6735.367187	15.750106	-0.019189	4.231432
91.550836	6730.300975	15.755111	-0.019179	4.229860
91.470917	6725.282182	15.760115	-0.019160	4.228299
91.431057	6720.618007	15.765120	-0.019150	4.226851
91.377043	6715.546553	15.770125	-0.019136	4.225274
91.391516	6710.461881	15.775130	-0.019139	4.223698
91.575118	6705.074173	15.780135	-0.019182	4.222036
91.189799	6700.085127	15.785139	-0.019090	4.220464
91.246014	6695.011314	15.790144	-0.019102	4.218891
91.428997	6690.121943	15.795149	-0.019146	4.217382
91.242096	6685.264184	15.800154	-0.019100	4.215861
91.207213	6680.187291	15.805159	-0.019091	4.214280
91.231696	6675.078816	15.810163	-0.019097	4.212692
91.195497	6670.007014	15.815168	-0.019087	4.211111
91.175026	6664.953146	15.820173	-0.019082	4.209537
91.044627	6660.086743	15.825178	-0.019050	4.208013
90.968950	6655.237631	15.830183	-0.019032	4.206498
91.164461	6650.142624	15.835187	-0.019078	4.204921
91.057304	6645.080929	15.840192	-0.019052	4.203337
90.983784	6639.567357	15.845197	-0.019033	4.201612
90.996419	6634.523543	15.850202	-0.019036	4.200039
90.963686	6629.486403	15.855207	-0.019027	4.198465
90.832204	6624.749185	15.860211	-0.018995	4.196978
90.923237	6619.688751	15.865216	-0.019017	4.195402
90.819996	6614.642923	15.870221	-0.018991	4.193819
90.836505	6609.550815	15.875226	-0.018995	4.192228
90.717609	6604.494938	15.880231	-0.018966	4.190640
90.761030	6599.414435	15.885235	-0.018975	4.189053
90.815324	6594.640904	15.890240	-0.018988	4.187562
90.719947	6589.690833	15.895245	-0.018964	4.186006
90.655522	6584.671824	15.900250	-0.018948	4.184430
90.709614	6579.385550	15.905255	-0.018961	4.182777
90.602093	6574.123927	15.910259	-0.018934	4.181121
90.548646	6569.102719	15.915264	-0.018921	4.179543
90.581162	6564.221852	15.920269	-0.018928	4.178014
90.347980	6559.405668	15.925274	-0.018872	4.176488
90.545393	6554.289292	15.930279	-0.018919	4.174894
90.570095	6549.267270	15.935283	-0.018924	4.173319
90.354379	6544.215763	15.940288	-0.018872	4.171718
90.402439	6539.100633	15.945293	-0.018883	4.170114
90.325330	6534.179802	15.950298	-0.018864	4.168562
90.347323	6529.417029	15.955303	-0.018868	4.167065
90.334335	6524.318584	15.960307	-0.018865	4.165460
90.323577	6519.295054	15.965312	-0.018861	4.163878
90.098394	6513.800167	15.970317	-0.018807	4.162134
90.172719	6508.709432	15.975322	-0.018824	4.160535
90.097431	6503.649123	15.980327	-0.018806	4.158935
90.003922	6498.944887	15.985331	-0.018783	4.157446
90.147546	6493.901607	15.990336	-0.018816	4.155865
90.034651	6488.812903	15.995341	-0.018789	4.154252
90.084418	6483.751433	16.000346	-0.018800	4.152658
89.975209	6478.714429	16.005351	-0.018773	4.151061
89.878955	6473.592837	16.010355	-0.018750	4.149437
90.063165	6468.777328	16.015360	-0.018793	4.147927
89.956968	6463.828490	16.020365	-0.018767	4.146356
90.035628	6458.748172	16.025370	-0.018786	4.144754
89.917676	6453.557831	16.030375	-0.018757	4.143105
89.809897	6448.341935	16.035379	-0.018730	4.141447
89.917338	6443.261884	16.040384	-0.018756	4.139846
89.881132	6438.328621	16.045389	-0.018746	4.138281
89.759132	6433.492136	16.050394	-0.018717	4.136741
89.837270	6428.437424	16.055399	-0.018735	4.135144
89.739064	6423.397127	16.060403	-0.018711	4.133539
89.732099	6418.325870	16.065408	-0.018708	4.131930
89.453766	6413.285155	16.070413	-0.018641	4.130313
89.608182	6408.262379	16.075418	-0.018678	4.128728
89.656774	6403.482794	16.080423	-0.018689	4.127214
89.601799	6398.421056	16.085427	-0.018675	4.125602
89.491956	6393.356577	16.090432	-0.018648	4.123985
89.599678	6387.830376	16.095437	-0.018673	4.122235
89.520417	6382.810079	16.100442	-0.018654	4.120633
89.606812	6377.730106	16.105447	-0.018674	4.119022
89.503444	6372.971589	16.110451	-0.018648	4.117501
89.361497	6367.955002	16.115456	-0.018614	4.115894
89.326469	6362.920908	16.120461	-0.018605	4.114289
89.353247	6357.809765	16.125466	-0.018611	4.112661
89.245908	6352.774606	16.130471	-0.018584	4.111049
89.220724	6347.675990	16.135475	-0.018578	4.109421
89.314984	6342.924171	16.140480	-0.018600	4.107911
89.116733	6337.949408	16.145485	-0.018552	4.106311
89.124219	6332.922457	16.150490	-0.018553	4.104706
88.872829	6327.701510	16.155495	-0.018492	4.103022
89.256880	6322.451175	16.160499	-0.018584	4.101369
89.116053	6317.387972	16.165504	-0.018549	4.099741
88.953824	6312.625906	16.170509	-0.018510	4.098207
89.023179	6307.651011	16.175514	-0.018526	4.096620
88.934264	6302.625218	16.180519	-0.018504	4.095006
